key,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,nickname,rookie_year,state_prov,team_number,events,OPR,DPR,CCWM,RankingPoints,Wins,Losses,Ties,ClimbPoints,AutoPoints,OwnershipPoints,VaultPoints
frc3712,1408,1408,3071,RoboCats,2011.0,Oregon,3712,"['2018waspo', '2018wayak']",6.220835409899878,108.37989827053259,-102.15906286063272,9.5,3.0,9.0,0.0,375.0,250.5,1469.5,165.0
frc3714,1409,1409,3073,SOAR (Students of Applied Robotics),2011.0,Maryland,3714,"['2018mdedg', '2018mdoxo']",7.440287957712139,117.55546596754513,-110.11517800983299,8.0,2.0,10.0,0.0,292.5,218.5,1523.5,182.5
frc3719,1410,1410,3078,STEM Whalers ,2011.0,Connecticut,3719,"['2018mawor', '2018rismi']",67.12025568526442,114.90843609333504,-47.78818040807053,14.0,4.5,7.5,0.0,485.0,251.0,1825.5,322.5
frc3721,1411,1411,3080,Charger Robotics,2011.0,Hawaii,3721,['2018hiho'],65.16514469162382,107.26357518830571,-42.09843049668184,15.0,5.0,8.0,0.0,435.0,296.0,2208.0,395.0
frc3723,1412,1412,3082,TEKnights,2011.0,Minnesota,3723,['2018mndu2'],2.197321816014462,161.6596209598767,-159.46229914386237,6.0,3.0,6.0,0.0,255.0,113.0,988.0,180.0
frc3728,1413,1413,3087,Momentum,2011.0,Texas,3728,['2018txho'],27.145236745841878,97.86339331872486,-70.71815657288296,12.0,4.0,8.0,0.0,325.0,244.0,1418.0,195.0
frc3729,1414,1414,3088,The Raiders,2011.0,Colorado,3729,"['2018code', '2018utwv']",57.709510761368435,113.01548956432363,-55.30597880295522,9.0,2.5,7.5,0.0,377.5,232.0,1509.0,247.5
frc3734,1415,1415,3093,Caxys,2011.0,Illinois,3734,['2018ilch'],73.91873965731473,102.66990990874423,-28.751170251429585,10.0,3.0,7.0,0.0,400.0,204.0,1492.0,235.0
frc3735,1416,1416,3094,VorTX,2011.0,Texas,3735,"['2018txho', '2018txpa']",106.94157056325572,65.26389151788003,41.677679045375605,16.5,7.0,6.0,0.0,510.0,198.0,2102.5,297.5
frc3737,1417,1417,3095,Roto-Raptors,2011.0,North Carolina,3737,"['2018nccmp', '2018ncgre', '2018ncwin', '2018new']",110.08945353892527,79.57946040986903,30.50999312905624,20.75,6.0,5.5,0.0,605.0,314.0,2131.25,261.25
frc3739,1418,1418,3097,Oakbotics,2011.0,Ontario,3739,"['2018oncmp2', '2018onlon', '2018onwat']",80.06961464785537,123.75651159231136,-43.68689694445596,14.666666666666666,4.0,7.666666666666667,0.3333333333333333,618.3333333333334,322.0,2030.6666666666667,356.6666666666667
frc3740,1419,1419,3098,Storm Robotics,2011.0,Minnesota,3740,['2018mndu'],-7.647986737325416,133.87572849618076,-141.52371523350618,4.0,2.0,7.0,0.0,240.0,140.0,1031.0,140.0
frc3743,1420,1420,3101,Eagle Bots,2011.0,Texas,3743,['2018txlu'],28.038841739881278,165.94908068248833,-137.910238942607,5.0,2.0,9.0,0.0,260.0,103.0,1038.0,145.0
frc3745,1421,1421,3103,Governors,2011.0,Minnesota,3745,"['2018mndu2', '2018mnmi']",79.30552446272296,104.37480879779926,-25.06928433507637,12.0,4.0,5.0,0.0,352.5,233.0,1527.0,230.0
frc3748,1422,1422,3106,Ragnarok Robotics,2011.0,Maryland,3748,"['2018mdedg', '2018vagdc']",55.94623272567631,124.17559929882,-68.22936657314365,9.5,4.0,8.0,0.0,432.5,208.0,1724.5,230.0
frc3749,1423,1423,3107,Team Optix,2011.0,California,3749,['2018casd'],168.7350662811579,61.52048590120992,107.21458037994788,18.0,6.0,2.0,0.0,395.0,215.0,1787.0,275.0
frc3750,1424,1424,3108,Gator Robotics,2011.0,Minnesota,3750,"['2018mnmi2', '2018ndgf']",171.62421825922166,49.542805799344784,122.08141245987697,24.5,8.0,2.0,0.5,645.0,262.5,2509.0,362.5
frc3751,1425,1425,3109,Tower View Robotics,2011.0,Minnesota,3751,['2018mnmi'],39.965682365168824,137.83062733975655,-97.86494497458794,5.0,1.0,8.0,0.0,375.0,174.0,985.0,205.0
frc3753,1426,1426,3111,BulahBots!,2011.0,Louisiana,3753,"['2018carv', '2018lake']",142.12318633908762,67.11787376555802,75.00531257352944,18.5,6.0,3.5,0.0,375.0,260.5,2063.5,240.0
frc3754,1427,1427,3112,TrekNorth First City Robotics,2011.0,Minnesota,3754,['2018ndgf'],36.091740555005444,123.64384882814626,-87.55210827314087,12.0,5.0,6.0,0.0,435.0,221.0,1503.0,135.0
frc3755,1428,1428,3113,Dragon Robotics,2011.0,Minnesota,3755,['2018mndu'],75.21234213135584,31.0790666758042,44.133275455551455,12.0,5.0,4.0,0.0,350.0,149.0,1668.0,150.0
frc3756,1429,1429,3114,RamFerno,2011.0,Ontario,3756,"['2018onlon', '2018onwat']",70.6810152962257,139.25148589981296,-68.5704706035873,11.5,3.0,8.5,0.5,517.5,262.5,1816.5,325.0
frc3759,1430,1430,3117,SMARTBOTS,2011.0,California,3759,['2018cair'],57.126201120316765,102.68293744928566,-45.55673632896887,10.0,4.0,6.0,0.0,325.0,172.0,1388.0,200.0
frc3760,1431,1431,3118,Aerospace,2011.0,New York,3760,['2018nyny'],80.75783101127382,102.2425997997023,-21.484768788428575,14.0,5.0,5.0,0.0,360.0,227.0,1710.0,195.0
frc3767,1432,1432,3125,Titan Robotics,2011.0,Michigan,3767,"['2018cmpmi', '2018micmp4', '2018migay', '2018mitvc']",130.6062530552919,50.67784933136384,79.92840372392813,23.666666666666668,8.0,4.0,0.0,578.3333333333334,332.6666666666667,2684.0,330.0
frc3770,1433,1433,3128,BlitzCreek,2011.0,Michigan,3770,"['2018cmpmi', '2018micmp3', '2018mimid', '2018miwat']",131.60919981382605,103.36090687928144,28.248292934544633,23.0,7.0,5.0,0.0,703.3333333333334,318.3333333333333,2486.0,340.0
frc3773,1434,1434,3131,Cobalt Commanders,2011.0,Michigan,3773,"['2018milin', '2018mimar']",29.404309111740545,153.24078547544767,-123.8364763637071,11.0,3.5,8.5,0.0,570.0,212.5,1558.0,242.5
frc3777,1435,1435,3135,Bean City Bots,2011.0,Ohio,3777,['2018ohmv'],78.89776762084378,71.93396311922623,6.963804501617563,20.0,7.0,2.0,0.0,445.0,241.0,1645.0,200.0
frc3785,1436,1436,3143,ROCK'EM SHOCK'EM ROBOTICS,2011.0,Arizona,3785,['2018azfl'],35.83324360857443,159.6856883483885,-123.85244473981405,4.0,1.0,8.0,0.0,455.0,165.0,916.0,235.0
frc3786,1437,1437,3144,Chargers,2011.0,Washington,3786,"['2018waamv', '2018wamou']",62.86820070313247,87.82261971293447,-24.95441900980196,17.0,6.0,6.0,0.0,397.5,242.5,1963.5,282.5
frc3792,1438,1438,3150,The Army Ants,2011.0,Missouri,3792,"['2018alhu', '2018mosl', '2018roe']",132.40486868179335,81.73778309846593,50.66708558332755,19.333333333333332,6.333333333333333,4.0,0.0,480.0,234.0,2165.6666666666665,323.3333333333333
frc3793,1439,1439,3151,CyberTitans,2011.0,Maryland,3793,"['2018chcmp', '2018mdoxo', '2018vagdc']",86.93296387630174,119.97782857492479,-33.044864698622995,15.666666666666666,4.666666666666667,7.0,0.3333333333333333,513.3333333333334,297.3333333333333,2233.3333333333335,348.3333333333333
frc3794,1440,1440,3152,Tecmilenio WinT 3794,2011.0,Mexico,3794,"['2018mxmo', '2018mxto']",53.0050403437818,88.66270433399981,-35.657663990218026,9.0,4.0,7.0,0.0,232.5,123.5,1409.0,167.5
frc3796,1441,1441,3154,Technical Assassins,2011.0,North Carolina,3796,"['2018ncgre', '2018ncpem']",50.2000657795526,81.86903452662771,-31.668968747075084,16.0,6.5,5.5,0.0,375.0,213.0,1680.5,202.5
frc3799,1442,1442,3157,Electric Fire,2011.0,New York,3799,['2018nyro'],87.39817672303964,93.01429723053643,-5.616120507496678,15.0,4.0,6.0,0.0,520.0,242.0,1914.0,285.0
frc3800,1443,1443,3158,Mustangs,2011.0,Hawaii,3800,['2018hiho'],24.91816655223753,135.40321316765812,-110.48504661542074,11.0,4.0,9.0,0.0,390.0,240.0,1757.0,220.0
frc3802,1444,1444,3160,RoboPOP,2011.0,Texas,3802,"['2018txda', '2018txpa']",139.7737062895238,33.649143120921906,106.12456316860198,25.0,9.0,2.5,0.0,447.5,293.0,2697.5,305.0
frc3807,1445,1445,3165,Overland BlazerBots,2011.0,Colorado,3807,['2018code'],58.664780341162796,70.12086291863541,-11.456082577472504,18.0,6.0,5.0,0.0,550.0,255.0,1682.0,265.0
frc3812,1446,1446,3170,Bits & Bots,2011.0,Washington,3812,"['2018orlak', '2018wamou']",60.40563412545228,124.73390332709846,-64.32826920164628,13.0,3.5,8.5,0.0,490.0,237.0,1894.5,277.5
frc3814,1447,1447,3172,PiBotics,2011.0,Kentucky,3814,"['2018mosl', '2018ohcl']",83.37320258843313,93.03318816053344,-9.65998557210027,17.0,5.5,4.5,0.0,480.0,263.5,1875.0,272.5
frc3815,1448,1448,3173,NF Raiders,2011.0,Georgia,3815,"['2018gacmp', '2018gacol', '2018gadal']",59.21881638878193,77.20326744481662,-17.984451056034647,14.666666666666666,5.666666666666667,6.333333333333333,0.0,326.6666666666667,195.33333333333334,1837.0,273.3333333333333
frc3821,1449,1449,3178,Pirabots,2011.0,Kentucky,3821,['2018tnkn'],56.775971380155056,166.7753774246764,-109.99940604452121,11.0,3.0,7.0,0.0,440.0,209.0,1427.0,180.0
frc3822,1450,1450,3179,Neon Jets,2011.0,North Carolina,3822,"['2018ncgre', '2018ncpem']",62.61484035462669,51.68258622966773,10.93225412495901,14.5,6.5,5.5,0.0,325.0,169.0,1864.0,187.5
frc3824,1451,1451,3181,HVA RoHAWKtics,2011.0,Tennessee,3824,"['2018scmb', '2018tnkn']",142.60423800088753,61.55479177785846,81.04944622302912,20.5,7.0,2.5,0.0,362.5,288.5,2210.5,255.0
frc3826,1452,1452,3183,"Sequim Robotics Federation ""SRF"" ",2011.0,Washington,3826,"['2018pncmp', '2018wamou', '2018wayak']",93.9798577729723,86.63498834013551,7.344869432836691,18.333333333333332,5.666666666666667,6.333333333333333,0.0,518.3333333333334,268.3333333333333,2307.3333333333335,260.0
frc3834,1453,1453,3191,Crab-bots,2011.0,Texas,3834,"['2018carv', '2018txpa']",77.14540079703514,94.00300725800354,-16.857606460968363,16.0,4.5,7.5,0.0,477.5,280.0,1809.5,272.5
frc3835,1454,1454,3192,Vulcan,2011.0,Tel-Aviv,3835,"['2018iscmp', '2018isde2', '2018isde4']",138.29454954212605,53.46743480003804,84.827114742088,21.0,7.333333333333333,3.3333333333333335,0.3333333333333333,500.0,314.6666666666667,2565.0,306.6666666666667
frc3838,1455,1455,3195,Roc City Robotix,2011.0,New York,3838,['2018nyro'],142.52967886250815,46.42897479451109,96.10070406799709,21.0,5.0,4.0,0.0,610.0,309.0,1737.0,285.0
frc3839,1456,1456,3196,SWOLVERINES,2011.0,Minnesota,3839,['2018mnmi'],79.97394099189249,110.58005619765305,-30.606115205760602,13.0,4.0,4.0,0.0,320.0,173.0,1006.0,160.0
frc3840,1457,1457,3197,Teens 'Nto Technology,2011.0,Minnesota,3840,"['2018mndu', '2018mnmi']",108.55065531011459,76.08600550451598,32.46464980559858,13.0,4.5,4.5,0.0,317.5,176.5,1732.5,127.5
frc3843,1458,1458,3200,M.C.R.T. ROBO RACERS,2011.0,Kentucky,3843,['2018alhu'],40.52072511628863,110.07845601798465,-69.55773090169602,8.0,3.0,8.0,0.0,275.0,250.0,1777.0,185.0
frc3844,1459,1459,3201,Kentucky Wildbots,2011.0,Kentucky,3844,"['2018alhu', '2018cmpmi', '2018ohmv']",82.22385294900668,112.25095995910881,-30.027107010102206,13.5,4.5,5.5,0.0,377.5,238.0,1654.0,187.5
frc3845,1460,1460,3202,Yellow Jackets,2011.0,North Carolina,3845,"['2018ncash', '2018ncwin']",-4.950073828715151,112.21822781409077,-117.16830164280597,9.0,3.5,5.5,0.0,250.0,171.5,1022.5,185.0
frc3847,1461,1461,3204,Spectrum   -△◅,2011.0,Texas,3847,"['2018tur', '2018txho', '2018txsa']",164.9623008154833,84.50614913201439,80.45615168346886,23.666666666666668,7.666666666666667,3.0,0.0,500.0,331.0,2358.3333333333335,293.3333333333333
frc3848,1462,1462,3205,Bots in Shining Armour,2011.0,Minnesota,3848,['2018mnmi2'],84.07115440730837,56.98048286084647,27.09067154646178,16.0,6.0,4.0,0.0,355.0,185.0,1955.0,275.0
frc3851,1463,1463,3207,The Short Circuits ,2011.0,California,3851,['2018cave'],58.607480358818776,131.09596461670185,-72.48848425788307,14.0,5.0,7.0,0.0,500.0,233.0,1628.0,295.0
frc3853,1464,1464,3208,Pridetronics,2011.0,Arizona,3853,"['2018azfl', '2018azpx', '2018new']",124.75362341558707,103.84303847281264,20.910584942774396,24.333333333333332,7.666666666666667,2.6666666666666665,0.0,623.3333333333334,270.3333333333333,2322.3333333333335,285.0
frc3859,1465,1465,3214,Wolfpack Robotics,2011.0,California,3859,"['2018cada', '2018cafr']",88.34578428879988,105.68472228101635,-17.338937992216444,16.0,4.5,5.5,0.0,515.0,247.0,1822.0,252.5
frc3863,1466,1466,3218,Pantherbotics,2011.0,California,3863,"['2018capo', '2018cave']",122.7732552256287,81.87056420253465,40.90269102309399,14.0,6.0,4.5,0.0,420.0,165.5,2014.5,282.5
frc3865,1467,1467,3220,Riley WildBots,2011.0,Indiana,3865,"['2018inmis', '2018inwla']",64.57843928131523,111.17167563884217,-46.593236357526976,13.0,4.0,8.0,0.0,542.5,304.0,1984.0,362.5
frc3871,1468,1468,3226,Trojan Robotics,2011.0,Minnesota,3871,['2018mnmi2'],125.84817158239937,97.60150752942312,28.24666405297622,18.0,6.0,4.0,0.0,470.0,220.0,2067.0,375.0
frc3875,1469,1469,3230,Red Storm Robotics,2011.0,Michigan,3875,"['2018migib', '2018miken']",120.6335969414379,78.04511261533804,42.588484326099916,19.5,6.5,5.5,0.0,530.0,341.0,2508.0,340.0
frc3876,1470,1470,3231,Mabton LugNutz,2011.0,Washington,3876,"['2018waahs', '2018waspo']",45.93519560192802,117.45594489168042,-71.52074928975239,11.0,4.5,7.5,0.0,425.0,215.0,1616.5,232.5
frc3878,1471,1471,3233,Wildcats,2011.0,Hawaii,3878,['2018hiho'],31.559033900825206,100.11282261283007,-68.55378871200485,18.0,6.0,7.0,0.0,550.0,218.0,1650.0,255.0
frc3880,1472,1472,3235,Tiki Techs,2011.0,Hawaii,3880,"['2018cada', '2018casf', '2018roe']",116.39453662097691,84.2264437334143,32.16809288756254,13.0,4.333333333333333,5.0,0.0,433.3333333333333,205.0,1730.3333333333333,286.6666666666667
frc3881,1473,1473,3236,WHEA Sharkbots,2011.0,Hawaii,3881,['2018hiho'],75.90399226647729,69.73849820741935,6.165494059057822,20.0,7.0,6.0,0.0,470.0,311.0,2396.0,310.0
frc3882,1474,1474,3237,Lunas,2011.0,Hawaii,3882,"['2018casd', '2018hiho', '2018roe']",124.00347441331763,110.20663457164324,13.796839841674414,18.333333333333332,5.333333333333333,5.0,0.0,470.0,289.0,2028.3333333333333,340.0
frc3883,1475,1475,3238,Data Bits,2011.0,Minnesota,3883,"['2018mnmi2', '2018ndgf']",103.81877512751834,55.057240504041864,48.761534623476386,17.0,6.5,4.0,0.0,425.0,252.0,2037.0,215.0
frc3925,1476,1476,3243,Circuit of Life,2012.0,California,3925,"['2018azfl', '2018cave']",79.29558726387194,129.8451458074644,-50.5495585435923,14.5,5.0,5.5,0.0,435.0,224.5,1736.5,292.5
frc3926,1477,1477,3244,MPArors,2012.0,Minnesota,3926,['2018mndu2'],95.831479331602,43.780476895059394,52.05100243654282,17.0,7.0,2.0,0.0,435.0,177.0,1872.0,170.0
frc3928,1478,1478,3246,Team Neutrino,2012.0,Iowa,3928,"['2018cmpmi', '2018iacf', '2018wila']",122.45654307680338,116.89683422059761,5.5597088562057095,18.0,5.5,4.0,0.0,490.0,274.0,1900.0,267.5
frc3929,1479,1479,3247,Atomic Dragons,2012.0,Pennsylvania,3929,"['2018mrcmp', '2018paphi', '2018pawch']",136.13520082047208,64.5288393044338,71.60636151603823,25.0,8.0,4.0,0.0,598.3333333333334,337.3333333333333,2598.0,323.3333333333333
frc3930,1480,1480,3248,SMART  Spruce Mountain Area Robotics Team,2012.0,Maine,3930,"['2018melew', '2018necmp', '2018nhgrs']",77.5222983881372,100.2306879775767,-22.70838958943948,14.333333333333334,4.666666666666667,7.0,0.0,541.6666666666666,269.0,2049.0,270.0
frc3931,1481,1481,3249,Cockadoodle Dominators,2012.0,Oklahoma,3931,"['2018okok', '2018txlu']",130.4924358025143,77.50246821944096,52.98996758307334,22.0,6.0,4.0,0.0,410.0,326.5,2102.5,245.0
frc3932,1482,1482,3250,The Dirty Mechanics,2012.0,Florida,3932,"['2018flor', '2018flwp']",124.16332488615485,60.993884378677976,63.16944050747692,17.0,5.0,4.0,0.0,422.5,226.0,1844.5,247.5
frc3933,1483,1483,3251,Taman Keet,2012.0,Distrito Federal,3933,"['2018gal', '2018mxmo', '2018mxto']",119.87217789707458,57.48139351218151,62.39078438489309,16.666666666666668,5.666666666666667,5.0,0.0,421.6666666666667,246.33333333333334,2078.6666666666665,216.66666666666666
frc3936,1484,1484,3253,RoboBlitz,2012.0,Indiana,3936,"['2018cmpmi', '2018incmp', '2018inmis', '2018inpla']",88.81950305932473,133.4467930225804,-44.627289963255656,17.0,4.333333333333333,7.666666666666667,0.0,665.0,323.6666666666667,2136.3333333333335,438.3333333333333
frc3937,1485,1485,3254,Breakaway,2012.0,Arkansas,3937,"['2018arli', '2018gal', '2018lake']",161.93823702377782,19.340266326190473,142.59797069758727,21.0,7.0,2.6666666666666665,0.0,496.6666666666667,284.3333333333333,2164.3333333333335,270.0
frc3939,1486,1486,3256,Botetourt 4-H Robotics,2012.0,Virginia,3939,"['2018vabla', '2018vagle']",75.19251322321941,122.97587339441715,-47.783360171197714,11.5,3.5,8.5,0.0,480.0,235.0,2161.5,220.0
frc3940,1487,1487,3257,CyberTooth,2012.0,Indiana,3940,"['2018incmp', '2018inmis', '2018inpla', '2018ohmv']",124.15626641697955,112.4930046282682,11.663261788711354,22.5,6.75,4.5,0.0,685.0,317.25,2357.5,371.25
frc3941,1488,1488,3258,Absolute Zero Electricity,2012.0,Maryland,3941,"['2018mdedg', '2018vahay']",103.45728907543716,109.93701354733555,-6.479724471898302,19.5,7.5,4.0,0.0,480.0,238.0,2248.5,325.0
frc3944,1489,1489,3261,All Knights,2012.0,Arizona,3944,['2018azpx'],13.120579134042286,119.54115027182232,-106.42057113777997,6.0,3.0,9.0,0.0,505.0,124.0,955.0,240.0
frc3946,1490,1490,3263,Tiger Robotics,2012.0,Louisiana,3946,['2018lake'],71.43565731040971,35.3850437724269,36.050613537982834,13.0,5.0,4.0,0.0,225.0,154.0,1637.0,90.0
frc3947,1491,1491,3264,The Last Crusaders,2012.0,Indiana,3947,"['2018incmp', '2018inpla', '2018inwla']",63.58510321391222,139.41236744664153,-75.82726423272943,15.0,3.0,9.0,0.0,606.6666666666666,354.6666666666667,1908.0,476.6666666666667
frc3950,1492,1492,3267,RoboGym Robotics,2012.0,New York,3950,"['2018cmpmi', '2018nyli2', '2018nysu']",70.9299544044637,117.0696196977751,-46.13966529331136,15.0,5.0,7.0,0.0,565.0,257.0,2010.0,325.0
frc3951,1493,1493,3268,SUITS,2012.0,New York,3951,['2018nyro'],103.43999203247162,93.85212989448127,9.587862137990353,17.0,5.0,5.0,0.0,525.0,238.0,2028.0,375.0
frc3952,1494,1494,3269,Troy Robotics,2012.0,California,3952,['2018capo'],67.79435312064649,92.07298993767469,-24.27863681702822,8.0,4.0,5.0,0.0,290.0,140.0,1400.0,135.0
frc3953,1495,1495,3270,LORE of the ROBATS,2012.0,California,3953,['2018casd'],109.57252658112806,80.01897556594574,29.55355101518232,14.0,6.0,2.0,0.0,425.0,155.0,1706.0,200.0
frc3954,1496,1496,3271,4-H Electrotechs,2012.0,Pennsylvania,3954,['2018paca'],74.15294684008792,107.37823063997047,-33.225283799882455,20.0,6.0,3.0,0.0,420.0,243.0,1713.0,240.0
frc3955,1497,1497,3272,4-H Gears,2012.0,Pennsylvania,3955,['2018paca'],41.40212287660182,173.39721589497267,-131.99509301837062,7.0,2.0,7.0,0.0,440.0,177.0,1117.0,260.0
frc3957,1498,1498,3274,4-H Robo Rangers,2012.0,Pennsylvania,3957,['2018paca'],31.465695030026815,149.34466645808305,-117.87897142805622,12.0,4.0,5.0,0.0,350.0,218.0,1594.0,170.0
frc3958,1499,1499,3275,Schrodinger's Cat,2012.0,Massachusetts,3958,"['2018ctsct', '2018nhgrs']",91.66305106264821,84.77111309607575,6.891937966572467,16.0,5.0,7.0,0.0,422.5,274.5,1950.0,282.5
frc3959,1500,1500,3276,Mech Tech,2012.0,Alabama,3959,"['2018alhu', '2018roe', '2018tnkn']",170.5907792396969,13.85162865413479,156.7391505855622,24.333333333333332,8.666666666666666,1.6666666666666667,0.0,400.0,311.6666666666667,2534.3333333333335,343.3333333333333
frc3965,1501,1501,3282,Sultans,2012.0,California,3965,"['2018casd', '2018gal', '2018nvlv']",84.5536640864587,99.82342603616286,-15.269761949704176,15.0,4.0,6.0,0.0,568.3333333333334,263.6666666666667,1640.3333333333333,310.0
frc3966,1502,1502,3283,L&N STEMpunks,2012.0,Tennessee,3966,"['2018alhu', '2018tnkn']",101.10517107567296,89.65947418802976,11.445696887643091,18.0,6.0,4.5,0.0,377.5,245.0,2080.5,235.0
frc3970,1503,1503,3287,Duncan Dynamics,2012.0,California,3970,"['2018cada', '2018cafr', '2018hop']",121.95662800726687,81.43599896300744,40.520629044259394,18.333333333333332,5.666666666666667,4.333333333333333,0.0,468.3333333333333,287.0,1999.3333333333333,316.6666666666667
frc3974,1504,1504,3291,E=mCD,2012.0,Pennsylvania,3974,"['2018mrcmp', '2018paphi', '2018pawch']",75.88982398500218,100.47339836784084,-24.58357438283865,18.666666666666668,5.0,7.0,0.0,605.0,343.0,2369.3333333333335,280.0
frc3975,1505,1505,3292,Les Dragons,2012.0,Québec,3975,['2018qcmo'],84.58213671900391,93.87001375441773,-9.287877035413912,11.0,5.0,4.0,0.0,345.0,163.0,1624.0,190.0
frc3976,1506,1506,3293,Electric Hornets,2012.0,South Carolina,3976,['2018scmb'],63.06459157743128,103.02555842131578,-39.96096684388448,4.0,2.0,7.0,0.0,185.0,163.0,1105.0,90.0
frc3981,1507,1507,3298,Loups,2012.0,Québec,3981,['2018qcmo'],28.104623120664712,130.61971292094262,-102.51508980027796,7.0,2.0,7.0,0.0,245.0,207.0,1252.0,100.0
frc3984,1508,1508,3300,Topper Robotics,2012.0,Tennessee,3984,['2018tnkn'],-2.518163465538443,102.0645159172549,-104.58267938279349,7.0,2.0,8.0,0.0,365.0,183.0,1219.0,195.0
frc3985,1509,1509,3301,Sonic Howl,2012.0,Québec,3985,"['2018bcvi', '2018qcmo']",4.70629510349009,124.21983107537956,-119.51353597188954,5.5,2.0,8.5,0.0,355.0,152.0,1082.5,135.0
frc3986,1510,1510,3302,Express-O,2012.0,Québec,3986,"['2018nyro', '2018qcmo']",121.63112817611093,45.088799011266346,76.54232916484456,14.5,5.5,4.0,0.0,462.5,241.0,1888.5,212.5
frc3988,1511,1511,3304,Scarabot,2012.0,Québec,3988,['2018qcmo'],53.1236411176082,140.2771643584519,-87.15352324084367,5.0,2.0,7.0,0.0,320.0,137.0,1149.0,160.0
frc3990,1512,1512,3306,Tech for Kids,2012.0,Québec,3990,"['2018cmpmi', '2018nytr', '2018qcmo']",192.8793076940045,41.506188310638564,151.3731193833659,28.5,10.0,1.0,0.0,657.5,390.0,2951.0,337.5
frc3991,1513,1513,3307,KnightVision,2012.0,Louisiana,3991,"['2018arli', '2018carv', '2018lake']",106.48729281979394,76.82792343708017,29.659369382713628,16.666666666666668,6.0,3.6666666666666665,0.0,403.3333333333333,248.0,1922.3333333333333,203.33333333333334
frc3993,1514,1514,3309,Humanoids,2012.0,California,3993,['2018cave'],13.196922508533941,173.35203340938833,-160.15511090085437,6.0,3.0,9.0,0.0,475.0,115.0,1386.0,205.0
frc3996,1515,1515,3312,RIKITIK,2012.0,Québec,3996,"['2018nytr', '2018qcmo']",110.2701080810219,77.20901725445732,33.06109082656455,20.0,6.0,4.5,0.5,630.0,231.0,2120.0,257.5
frc3997,1516,1516,3313,Screaming Chickens,2012.0,Texas,3997,['2018txsa'],138.23191454705764,38.196838382999275,100.03507616405848,19.0,8.0,2.0,0.0,375.0,194.0,2004.0,265.0
frc3998,1517,1517,3314,Redneck Robotics,2012.0,Georgia,3998,"['2018gacmp', '2018gadal', '2018gadul']",114.02074325627488,76.19103658673923,37.8297066695357,22.0,8.0,4.0,0.0,510.0,305.0,2436.3333333333335,275.0
frc3999,1518,1518,3315,Shadetree Robotics,2012.0,Texas,3999,['2018txho'],124.73742907423748,80.8767202976584,43.860708776579166,20.0,8.0,4.0,0.0,510.0,284.0,2187.0,380.0
frc4001,1519,1519,3317,RAMS ROBOTICS,2012.0,Ontario,4001,"['2018onnyo', '2018onto1']",83.07976794954384,97.26391462540013,-14.18414667585635,18.5,7.0,5.0,0.0,562.5,257.5,2038.5,292.5
frc4003,1520,1520,3319,TriSonics,2012.0,Michigan,4003,"['2018cmpmi', '2018micmp3', '2018micmp', '2018mike2', '2018miwmi']",173.76202363819527,56.71684558455761,117.04517805363764,30.333333333333332,10.0,2.0,0.0,651.6666666666666,425.3333333333333,3166.6666666666665,350.0
frc4004,1521,1521,3320,M.A.R.S. Rovers,2012.0,Michigan,4004,"['2018cmpmi', '2018inmis', '2018micmp3', '2018miken', '2018miwmi']",123.12165366024291,76.56916541052212,46.552488249720724,20.5,6.5,5.5,0.0,592.5,320.25,2445.5,385.0
frc4005,1522,1522,3321,Hostile Gato Robotics,2012.0,Oklahoma,4005,"['2018arli', '2018okok']",45.100433906021905,64.72209395236987,-19.62166004634799,7.0,2.5,7.0,0.0,267.5,165.5,1159.0,125.0
frc4006,1523,1523,3322,CIBorgs,2012.0,New York,4006,['2018nyli2'],36.255148439184104,145.00935633500873,-108.75420789582449,12.0,3.0,9.0,0.0,690.0,250.0,1537.0,315.0
frc4008,1524,1524,3324,Theodore Roosevelt's Disco Haircut,2012.0,Indiana,4008,"['2018inpla', '2018inwla']",104.61310186610422,109.25128929538646,-4.63818742928229,20.0,5.5,6.0,0.0,675.0,326.0,2114.5,335.0
frc4009,1525,1525,3325,Denfeld DNA Robotics,2012.0,Minnesota,4009,"['2018mndu', '2018ndgf']",78.12136063662113,91.27008260918976,-13.148721972568538,19.0,5.5,4.5,0.0,477.5,249.0,1644.0,212.5
frc4010,1526,1526,3326,Nautilus,2012.0,Distrito Federal,4010,"['2018abca', '2018gal', '2018mxmo', '2018mxto']",81.29275377199701,75.28854217788431,6.004211594112732,15.75,5.5,5.5,0.0,378.75,217.25,1919.75,216.25
frc4011,1527,1527,3327,πρbοtic   (pi robotics) ,2012.0,Wisconsin,4011,"['2018cmpmi', '2018mndu', '2018wila']",110.33818575580881,141.18957098920083,-30.851385233392016,14.0,4.0,5.5,0.0,547.5,236.0,1840.0,327.5
frc4012,1528,1528,3328,Bad News Bots,2012.0,New York,4012,['2018nyny'],51.97476116208126,127.60314394635405,-75.62838278427256,15.0,5.0,5.0,0.0,260.0,237.0,1573.0,195.0
frc4013,1529,1529,3329,Clockwork Mania,2012.0,Florida,4013,"['2018carv', '2018scmb', '2018tnkn']",79.4972727497733,88.1029280226121,-8.605655272838792,11.0,3.3333333333333335,6.333333333333333,0.0,430.0,226.66666666666666,1630.6666666666667,213.33333333333334
